"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Inner Ring Road, Waterford","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Johns Hill, Waterford","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Lismore, Waterford","Euro","738.8"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Mary Street, Waterford","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Penrose Lane, Waterford","Euro","781.09"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Poleberry, Waterford","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Portlaw, Waterford","Euro","694.17"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Railway Square, Waterford","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Scotch Quay, Waterford","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Templars Hall, Waterford","Euro","1060.93"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Tramore, Waterford","Euro","811.9"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Westmeath","Euro","883.08"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Athlone, Westmeath","Euro","911.5"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Castlepollard, Westmeath","Euro","741.13"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kilbeggan, Westmeath","Euro","859.35"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kinnegad, Westmeath","Euro","946.49"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Moate, Westmeath","Euro","813.49"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Mullingar, Westmeath","Euro","880.69"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Wexford","Euro","790.49"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Bunclody, Wexford","Euro","734.23"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Clonard, Wexford","Euro","872.59"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Enniscorthy, Wexford","Euro","709.09"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ferns, Wexford","Euro","779.16"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Ford, Wexford","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Gorey, Wexford","Euro","933.36"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Mulgannon, Wexford","Euro","860.26"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","New Ross, Wexford","Euro","690.01"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Rosslare, Wexford","Euro","835.55"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Wicklow","Euro","1340.81"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Wicklow Town","Euro","1195.02"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Arklow, Wicklow","Euro","1056.15"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Baltinglass, Wicklow","Euro","914.57"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Blessington, Wicklow","Euro","1397.89"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Bray, Wicklow","Euro","1347.65"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Delgany, Wicklow","Euro","1590.94"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Greystones, Wicklow","Euro","1892.53"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Kilcoole, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Newtownmountkennedy, Wicklow","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","All property types","Rathnew, Wicklow","Euro","1147.68"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Carlow","Euro","890.41"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Carlow Town","Euro","917.21"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Graiguecullen, Carlow","Euro",""
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Tullow, Carlow","Euro","866.58"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Cavan","Euro","685.43"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Cavan Town","Euro","744.73"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Bailieborough, Cavan","Euro","628.2"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Ballyconnell, Cavan","Euro","623.91"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Ballyjamesduff, Cavan","Euro","683.7"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Belturbet, Cavan","Euro","588.65"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Cootehill, Cavan","Euro","574.18"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Kingscourt, Cavan","Euro","775.97"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Virginia, Cavan","Euro","791.8"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Clare","Euro","785.32"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Ennis, Clare","Euro","786.1"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Killaloe, Clare","Euro","882.96"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Kilrush, Clare","Euro","586.2"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Newmarket-On-Fergus, Clare","Euro","908.67"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Shannon, Clare","Euro","849.91"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Sixmilebridge, Clare","Euro","861.23"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Cork","Euro","1148.29"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Cork City","Euro","1289.42"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Ballincollig, Cork","Euro","1299.38"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Ballintemple, Cork","Euro","1463.46"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Ballinure, Cork","Euro",""
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Bandon, Cork","Euro","929.34"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Bantry, Cork","Euro","725.4"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Bishopstown, Cork","Euro","1497.4"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Blackpool, Cork","Euro","1133.78"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Blackrock, Cork","Euro","1403.76"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Blarney, Cork","Euro","1199.81"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Carrigaline, Cork","Euro","1211.98"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Carrigtwohill, Cork","Euro","1106.69"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Castlemartyr, Cork","Euro",""
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Charleville, Cork","Euro","843.36"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Clonakilty, Cork","Euro","889.15"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Cloyne, Cork","Euro","988.81"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Cobh, Cork","Euro","982.01"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Crosshaven, Cork","Euro","995.17"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Douglas, Cork","Euro","1326.3"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Dunmanway, Cork","Euro","834.78"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Fermoy, Cork","Euro","915.93"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Frankfield, Cork","Euro",""
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Glanmire, Cork","Euro","1244.72"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Kanturk, Cork","Euro","844.2"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Kinsale, Cork","Euro","1275.62"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Macroom, Cork","Euro","859.53"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Mallow, Cork","Euro","944.8"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Midleton, Cork","Euro","1056.33"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Millstreet, Cork","Euro","792.61"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Mitchelstown, Cork","Euro","778.61"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Montenotte, Cork","Euro",""
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Passage West, Cork","Euro","1200.6"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Rathcormac, Cork","Euro","977.44"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Ringaskiddy, Cork","Euro",""
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Rochestown, Cork","Euro","1405.12"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Skibbereen, Cork","Euro","732.63"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Tivoli, Cork","Euro",""
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Tower, Cork","Euro",""
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Whitegate, Cork","Euro",""
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Wilton, Cork","Euro","1171.27"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Youghal, Cork","Euro","838.28"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Donegal","Euro","607.4"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Donegal Town","Euro","613.44"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Ballybofey, Donegal","Euro","591.5"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Buncrana, Donegal","Euro","568.78"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Bundoran, Donegal","Euro","557.85"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Carndonagh, Donegal","Euro","493.75"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Letterkenny, Donegal","Euro","673.17"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Lifford, Donegal","Euro","527.16"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Stranorlar, Donegal","Euro","541.59"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Dublin","Euro","1751.18"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Balbriggan, Dublin","Euro","1373.15"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Blackrock, Dublin","Euro","2146.16"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Booterstown, Dublin","Euro","2209.69"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Cabinteely, Dublin","Euro",""
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Citywest, Dublin","Euro",""
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Dalkey, Dublin","Euro","2430.31"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Donabate, Dublin","Euro","1598.89"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Dun Laoghaire, Dublin","Euro","2021.83"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Glenageary, Dublin","Euro","2536.21"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Howth, Dublin","Euro","1916.37"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Killiney, Dublin","Euro","2372.74"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Kinsealy, Dublin","Euro","1633.34"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Lucan, Dublin","Euro","1742.98"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Lusk, Dublin","Euro","1485.12"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Malahide, Dublin","Euro","2107.72"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Monkstown, Dublin","Euro","1864.92"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Mount Merrion, Dublin","Euro","2516.11"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Portmarnock, Dublin","Euro","1835.1"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Rathcoole, Dublin","Euro","1608.86"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Rush, Dublin","Euro","1423.36"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Saggart, Dublin","Euro","1605.59"
